总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型,区,板块,楼层位置,总楼层数,室数,厅数,厨数,卫数,人均面积,楼层密度,厅室比,卫室比,总房间数,单价等级,面积等级,区域均价,区域中位价,区域价格标准差,区域房源数,相对价格指数
139万,15783元/平米,井亭家园,海曙区 集士港,2室1厅1厨1卫,中楼层 (共6层),88.07㎡,平层,,板楼,南,钢混结构,简装,一梯两户,无,2023-09-05,拆迁安置房,2020-09-05,普通住宅,满两年,非共有,无抵押,已上传房本照片,202308243302030043,,,,,海曙区,集士港,中楼层,6,2,1,1,1,29.356666666666666,12.581428571428571,0.3333333333333333,0.3333333333333333,4,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.6786483271342975
168万,18651元/平米,银凤晓月绿苑,镇海区 蛟川,3室2厅1厨1卫,中楼层 (共11层),90.08㎡,平层,73.66㎡,板楼,南 北,钢混结构,精装,一梯两户,无,2023-07-07,商品房,2016-03-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202106093302110020,,,,,镇海区,蛟川,中楼层,11,3,2,1,1,22.52,7.506666666666667,0.5,0.25,6,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.7731002602519703
180万,20362元/平米,西城十二庭院,海曙区 古林,2室1厅1厨1卫,低楼层 (共11层),88.40㎡,平层,,板楼,南 北,钢混结构,精装,一梯两户,有,2023-05-07,商品房,2008-08-21,普通住宅,暂无数据,共有,有抵押 100万元,已上传房本照片,202008293302030003,,,,,海曙区,古林,低楼层,11,2,1,1,1,29.46666666666667,7.366666666666667,0.3333333333333333,0.3333333333333333,4,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8788251718285867
110万,11100元/平米,金丰阳光,镇海区 蛟川,3室1厅1厨2卫,高楼层 (共7层),99.10㎡,复式,,板楼,南,钢混结构,精装,一梯两户,无,2023-08-16,商品房,2009-06-08,普通住宅,满五年,共有,有抵押,已上传房本照片,202103073302110029,,,,,镇海区,蛟川,高楼层,7,3,1,1,2,24.775,12.3875,0.25,0.5,6,0,2,2173067.729083665,1990000.0,977382.160362272,251,0.5061965989745044
270万,25540元/平米,吾悦广场二期,镇海区 骆驼,3室1厅1厨2卫,低楼层 (共20层),105.72㎡,平层,,板塔结合,南,钢混结构,其他,两梯四户,有,2023-09-30,商品房,2018-10-01,普通住宅,满五年,非共有,有抵押 50万元,已上传房本照片,202008173302110013,,,,,镇海区,骆驼,低楼层,20,3,1,1,2,26.43,5.034285714285714,0.25,0.5,6,2,2,2173067.729083665,1990000.0,977382.160362272,251,1.242482561119238
157万,14535元/平米,浃江小区山清轩,北仑区 小港,3室2厅1厨1卫,高楼层 (共28层),108.02㎡,平层,,板塔结合,南 北,钢混结构,其他,两梯四户,有,2023-09-26,商品房,2016-09-01,普通住宅,满五年,共有,有抵押,已上传房本照片,201907303302060012,,,,,北仑区,小港,高楼层,28,3,2,1,1,27.005,3.7248275862068962,0.5,0.25,6,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,0.837170119318847
190万,18161元/平米,京华茗苑,北仑区 新碶,3室2厅1厨1卫,中楼层 (共5层),104.62㎡,平层,,板楼,南 北,砖混结构,精装,一梯两户,无,2023-10-04,商品房,2020-09-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,202310053302060002,,,,,北仑区,新碶,中楼层,5,3,2,1,1,26.155,17.436666666666667,0.5,0.25,6,1,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.0131358131884136
140万,15539元/平米,杨家漕路46弄,海曙区 高桥,4室2厅1厨2卫,低楼层 (共3层),90.10㎡,平层,,暂无数据,南 北,未知结构,毛坯,一梯两户,暂无数据,2023-10-02,商品房,2017-07-30,普通住宅,满五年,共有,无抵押,已上传房本照片,202004033302030029,,,,,海曙区,高桥,低楼层,3,4,2,1,2,18.02,22.525,0.4,0.4,8,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.6835306892000119
200万,18725元/平米,曙升花苑,鄞州区 姜山,3室1厅1厨2卫,中楼层 (共15层),106.81㎡,平层,,板楼,南,钢混结构,精装,两梯四户,有,2023-09-30,商品房,2019-08-29,普通住宅,暂无数据,共有,有抵押 90万元 邮政,已上传房本照片,202309093302120032,,,,,鄞州区,姜山,中楼层,15,3,1,1,2,26.7025,6.675625,0.25,0.5,6,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.737526254096486
130万,13685元/平米,恒大山水城西苑,镇海区 九龙湖,3室2厅1厨1卫,低楼层 (共17层),95.00㎡,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,2023-10-04,商品房,2019-10-04,普通住宅,满两年,非共有,无抵押,已上传房本照片,202106143302110003,,,,,镇海区,九龙湖,低楼层,17,3,2,1,1,23.75,5.277777777777778,0.5,0.25,6,1,2,2173067.729083665,1990000.0,977382.160362272,251,0.5982323442425961
150万,19763元/平米,盛世华城,海曙区 古林,2室1厅1厨0卫,中楼层 (共18层),75.90㎡,平层,62.09㎡,板塔结合,南,钢混结构,精装,两梯三户,有,2023-10-15,商品房,2008-01-31,普通住宅,暂无数据,非共有,有抵押 100万元,已上传房本照片,202011183302030006,,,,,海曙区,古林,中楼层,18,2,1,1,0,25.3,3.9947368421052634,0.3333333333333333,0.0,3,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.7323543098571555
168万,17790元/平米,阳光花园二期,余姚市 余姚周边,2室2厅1厨1卫,低楼层 (共24层),94.44㎡,平层,,板楼,南,钢混结构,精装,两梯三户,有,2023-10-01,商品房,2017-05-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,202306243302810003,,,,,余姚市,余姚周边,低楼层,24,2,2,1,1,31.48,3.7776,0.6666666666666666,0.3333333333333333,5,1,2,1752745.7627118644,1620000.0,866516.1238370968,59,0.9584955657830969
126万,17618元/平米,应嘉丽园,江北区 庄桥,2室1厅1厨1卫,中楼层 (共11层),71.52㎡,平层,,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2023-09-23,商品房,2020-10-31,普通住宅,暂无数据,共有,有抵押 业主自还,已上传房本照片,202304053302050011,,,,,江北区,庄桥,中楼层,11,2,1,1,1,23.84,5.96,0.3333333333333333,0.3333333333333333,4,1,1,2374983.935742972,2080000.0,1266402.7666910856,249,0.5305296808570414
128万,19845元/平米,安泰社区,海曙区 白云,2室1厅1厨1卫,高楼层 (共7层),64.50㎡,平层,,暂无数据,南,未知结构,精装,一梯四户,暂无数据,2023-09-27,商品房,2013-05-06,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202011253302030060,,,,,海曙区,白云,高楼层,7,2,1,1,1,21.5,8.0625,0.3333333333333333,0.3333333333333333,4,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.6249423444114395
128万,19845元/平米,安泰社区,海曙区 白云,2室1厅1厨1卫,高楼层 (共7层),64.50㎡,平层,,暂无数据,南,未知结构,精装,一梯四户,暂无数据,2023-09-27,商品房,2013-05-06,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202011253302030060,,,,,海曙区,白云,高楼层,7,2,1,1,1,21.5,8.0625,0.3333333333333333,0.3333333333333333,4,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.6249423444114395
107万,15598元/平米,保亿风景九园,镇海区 蛟川,2室1厅1厨1卫,中楼层 (共22层),68.60㎡,平层,,板塔结合,南,钢混结构,精装,两梯四户,有,2023-09-21,商品房,2020-08-19,普通住宅,满两年,共有,有抵押,已上传房本照片,202309213302110020,,,,,镇海区,蛟川,中楼层,22,2,1,1,1,22.866666666666664,2.9826086956521736,0.3333333333333333,0.3333333333333333,4,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.4923912371842906
137万,23174元/平米,城市元年,鄞州区 明楼,2室1厅1厨1卫,中楼层 (共6层),59.12㎡,平层,,板楼,南,钢混结构,其他,一梯两户,无,2023-09-26,商品房,2000-09-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,2020070333302120135,,,,,鄞州区,明楼,中楼层,6,2,1,1,1,19.706666666666667,8.445714285714285,0.3333333333333333,0.3333333333333333,4,2,0,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5052054840560929
145万,17602元/平米,卖面桥小区徐家新村,海曙区 集士港,2室1厅1厨1卫,中楼层 (共8层),82.38㎡,平层,,板楼,南,钢混结构,精装,一梯三户,有,2023-10-03,拆迁安置房,2018-12-06,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202103193302030018,,,,,海曙区,集士港,中楼层,8,2,1,1,1,27.459999999999997,9.153333333333332,0.3333333333333333,0.3333333333333333,4,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.7079424995285837
115万,18582元/平米,银凤晓月西区,镇海区 蛟川,2室1厅1厨1卫,中楼层 (共6层),61.89㎡,平层,53.18㎡,板塔结合,南,钢混结构,精装,一梯两户,无,2023-09-22,商品房,2014-06-16,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202309243302110022,,,,,镇海区,蛟川,中楼层,6,2,1,1,1,20.63,8.84142857142857,0.3333333333333333,0.3333333333333333,4,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.5292055352915274
209万,33699元/平米,大朱家新村,鄞州区 长丰,2室1厅1厨1卫,高楼层 (共7层),62.02㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2023-09-26,商品房,2020-02-03,普通住宅,满两年,非共有,无抵押,已上传房本照片,202306083302120095,,,,,鄞州区,长丰,高楼层,7,2,1,1,1,20.673333333333336,7.7525,0.3333333333333333,0.3333333333333333,4,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7707149355308279
158万,26255元/平米,金桥水岸花园,鄞州区 中河,1室1厅1厨1卫,中楼层 (共28层),60.18㎡,平层,,塔楼,南,钢混结构,精装,两梯四户,有,2023-10-05,商品房,2019-02-01,普通住宅,暂无数据,共有,有抵押 70万元 业主自还,已上传房本照片,202310053302120026,,,,,鄞州区,中河,中楼层,28,1,1,1,1,30.09,2.0751724137931036,0.5,0.5,3,2,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.582645740736224
155万,18253元/平米,雅安小区,鄞州区 邱隘,2室1厅1厨1卫,高楼层 (共7层),84.92㎡,平层,,板楼,南,砖混结构,精装,一梯两户,无,2023-10-06,商品房,2019-06-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202310043302120010,,,,,鄞州区,邱隘,高楼层,7,2,1,1,1,28.30666666666667,10.615,0.3333333333333333,0.3333333333333333,4,1,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5715828469247767
230万,27819元/平米,颐璟园一期,鄞州区 潘火,2室1厅1厨1卫,低楼层 (共29层),82.68㎡,平层,,板楼,南,钢混结构,精装,两梯四户,有,2023-10-08,商品房,2019-10-08,普通住宅,满两年,非共有,有抵押 120万元,已上传房本照片,202106193302120067,,,,,鄞州区,潘火,低楼层,29,2,1,1,1,27.560000000000002,2.7560000000000002,0.3333333333333333,0.3333333333333333,4,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.8481551922109589
129万,17487元/平米,临江星苑,镇海区 蛟川,2室1厅1厨1卫,高楼层 (共18层),73.77㎡,平层,,塔楼,东南 南,钢混结构,其他,两梯四户,有,2023-10-10,商品房,2018-10-12,普通住宅,暂无数据,共有,有抵押 40万元,已上传房本照片,202310123302110020,,,,,镇海区,蛟川,高楼层,18,2,1,1,1,24.59,3.882631578947368,0.3333333333333333,0.3333333333333333,4,1,1,2173067.729083665,1990000.0,977382.160362272,251,0.5936305569791915
115万,18962元/平米,高锦花苑南区,海曙区 高桥,2室1厅1厨1卫,中楼层 (共11层),60.65㎡,平层,,板塔结合,南,钢混结构,精装,一梯三户,有,2023-10-10,拆迁安置房,2018-10-04,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202310113302030016,,,,,海曙区,高桥,中楼层,11,2,1,1,1,20.216666666666665,5.054166666666666,0.3333333333333333,0.3333333333333333,4,1,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.5614716375571526
52万,13222元/平米,甬江家园南区,北仑区 大碶,1室0厅1厨1卫,中楼层 (共6层),39.33㎡,平层,,板塔结合,西北 北,钢混结构,其他,一梯二十七户,有,2023-10-13,商品房,2021-10-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202212073302060009,,,,,北仑区,大碶,中楼层,6,1,0,1,1,19.665,5.618571428571428,0.0,0.5,2,1,0,1875364.5484949832,1800000.0,855438.6591359673,299,0.2772792751884079
158万,21677元/平米,南苑北区,海曙区 段塘,3室1厅1厨1卫,中楼层 (共8层),72.89㎡,平层,,板楼,南,混合结构,简装,一梯两户,无,2023-09-19,商品房,2023-09-20,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202309203302030028,,,,,海曙区,段塘,中楼层,8,3,1,1,1,18.2225,8.098888888888888,0.25,0.25,5,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.7714132063828706
157万,12861元/平米,高钱生态村小区,鄞州区 东钱湖,4室2厅1厨2卫,高楼层 (共6层),122.08㎡,复式,108.48㎡,板楼,南 北,钢混结构,精装,一梯两户,无,2023-09-22,商品房,2017-06-24,普通住宅,未满两年,共有,无抵押,已上传房本照片,202309283302120087,,,,,鄞州区,东钱湖,高楼层,6,4,2,1,2,24.416,17.44,0.4,0.4,8,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.5789581094657416
200万,18326元/平米,裕和佳苑,鄞州区 姜山,3室2厅1厨2卫,中楼层 (共16层),109.14㎡,平层,,暂无数据,南,未知结构,毛坯,一梯四户,暂无数据,2023-09-27,拆迁安置房,2023-10-13,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202310133302120089,,,,,鄞州区,姜山,中楼层,16,3,2,1,2,27.285,6.42,0.5,0.5,7,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.737526254096486
200万,14616元/平米,绿城·长汀云庐,奉化区 奉化区,4室1厅1厨2卫,低楼层 (共26层),136.84㎡,平层,,平房,南,框架结构,毛坯,两梯两户,有,2023-10-02,商品房,2023-10-02,普通住宅,未满两年,共有,无抵押,已上传房本照片,202309083302830015,,,,,奉化区,奉化区,低楼层,26,4,1,1,2,27.368000000000002,5.068148148148148,0.2,0.4,7,1,3,1278558.8235294118,1290000.0,384450.8928659952,68,1.564260008170038
119万,13255元/平米,荣安·林语秋月,奉化区 奉化区,3室2厅1厨1卫,低楼层 (共27层),89.78㎡,平层,,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-09-28,商品房,2023-08-24,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202309293302830002,,,,,奉化区,奉化区,低楼层,27,3,2,1,1,22.445,3.2064285714285714,0.5,0.25,6,1,1,1278558.8235294118,1290000.0,384450.8928659952,68,0.9307347048611726
268万,36085元/平米,天欣家园,鄞州区 中河,3室1厅1厨1卫,低楼层 (共6层),74.27㎡,平层,65.51㎡,板塔结合,南,钢混结构,毛坯,一梯两户,无,2023-09-30,商品房,2023-10-01,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202111043302120041,,,,,鄞州区,中河,低楼层,6,3,1,1,1,18.5675,10.61,0.25,0.25,5,4,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9882851804892913
95万,7352元/平米,逸涛苑,杭州湾新区 杭州湾新区,4室2厅1厨2卫,低楼层 (共18层),129.23㎡,平层,,暂无数据,南,未知结构,精装,一梯两户,暂无数据,2023-09-23,商品房,2021-11-05,普通住宅,未满两年,非共有,有抵押 80万元 交通银行 业主自还,已上传房本照片,202369877564455888,,,,,杭州湾新区,杭州湾新区,低楼层,18,4,2,1,2,25.845999999999997,6.80157894736842,0.4,0.4,8,0,3,853969.1358024691,830000.0,286526.62766007404,162,1.112451080162531
210万,19231元/平米,裕和佳苑,鄞州区 姜山,3室2厅1厨2卫,高楼层 (共18层),109.20㎡,平层,,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-09-28,拆迁安置房,2023-09-30,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202309293302120013,,,,,鄞州区,姜山,高楼层,18,3,2,1,2,27.3,5.747368421052632,0.5,0.5,7,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7744025668013104
209万,19140元/平米,裕和佳苑,鄞州区 姜山,3室2厅1厨2卫,中楼层 (共18层),109.20㎡,平层,,暂无数据,南,未知结构,毛坯,一梯两户,暂无数据,2023-09-27,拆迁安置房,2023-09-28,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202309283302120003,,,,,鄞州区,姜山,中楼层,18,3,2,1,2,27.3,5.747368421052632,0.5,0.5,7,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7707149355308279
400万,38953元/平米,江望云著里,鄞州区 长丰,3室2厅1厨2卫,中楼层 (共18层),102.69㎡,平层,,板楼,南,钢混结构,精装,一梯两户,有,2023-09-30,商品房,2023-02-01,普通住宅,未满两年,非共有,有抵押 260万元,已上传房本照片,202304023302030064,,,,,鄞州区,长丰,中楼层,18,3,2,1,2,25.6725,5.404736842105263,0.5,0.5,7,4,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.475052508192972
63万,15998元/平米,奥园奥创中心,海曙区 白云,2室1厅1厨1卫,高楼层 (共14层),39.38㎡,复式,,板楼,南,钢混结构,精装,三梯二十八户,有,2023-09-28,商品房,2021-12-19,商住两用,未满两年,非共有,无抵押,已上传房本照片,202112193302030015,民水,民电,,,海曙区,白云,高楼层,14,2,1,1,1,13.126666666666667,2.6253333333333333,0.3333333333333333,0.3333333333333333,4,1,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.30758881014000533
216万,19495元/平米,碧澜云府,北仑区 大碶,3室2厅1厨1卫,中楼层 (共17层),110.80㎡,平层,,暂无数据,南,钢混结构,毛坯,一梯四户,有,2023-09-25,商品房,2023-09-25,普通住宅,未满两年,非共有,有抵押 165万元 镇海农商 业主自还,已上传房本照片,202304233302060067,,,,,北仑区,大碶,中楼层,17,3,2,1,1,27.7,6.155555555555555,0.5,0.25,6,2,2,1875364.5484949832,1800000.0,855438.6591359673,299,1.1517754507826174
190万,18672元/平米,陆嘉家园,鄞州区 新明,3室2厅1厨2卫,高楼层 (共7层),101.76㎡,复式,,板楼,南,钢混结构,精装,一梯两户,无,2021-04-28,拆迁安置房,2006-06-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,2021104283302120108,,,,,鄞州区,新明,高楼层,7,3,2,1,2,25.44,12.72,0.5,0.5,7,1,2,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7006499413916617
118万,21443元/平米,南苑北区,海曙区 段塘,2室1厅1厨1卫,中楼层 (共8层),55.03㎡,平层,,板楼,南,钢混结构,精装,一梯两户,无,2023-05-07,商品房,2020-10-21,普通住宅,暂无数据,非共有,有抵押 70万元,已上传房本照片,202305073302030041,,,,,海曙区,段塘,中楼层,8,2,1,1,1,18.343333333333334,6.114444444444445,0.3333333333333333,0.3333333333333333,4,2,0,2048187.9432624113,1840000.0,968698.6620355729,564,0.5761187237542957
190万,29308元/平米,荣安和院,鄞州区 中河,2室2厅1厨1卫,低楼层 (共11层),64.83㎡,平层,,板塔结合,北,钢结构,精装,一梯两户,有,2023-04-10,商品房,2018-04-03,普通住宅,满五年,非共有,有抵押 30万元 业主自还,已上传房本照片,202304113302120040,,,,,鄞州区,中河,低楼层,11,2,2,1,1,21.61,5.4025,0.6666666666666666,0.3333333333333333,5,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.7006499413916617
261万,29472元/平米,盛世天城二期,鄞州区 中河,2室2厅1厨1卫,低楼层 (共28层),88.56㎡,平层,70.60㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-08-26,商品房,2011-12-07,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,2023082733021200030,,,,,鄞州区,中河,低楼层,28,2,2,1,1,29.52,3.053793103448276,0.6666666666666666,0.3333333333333333,5,3,1,2711766.8711656444,2500000.0,1329556.3519404833,978,0.9624717615959143
306万,27264元/平米,东都华庭,鄞州区 福明,3室2厅1厨1卫,中楼层 (共32层),112.24㎡,平层,,板楼,南,框架结构,其他,两梯四户,有,2023-08-07,拆迁安置房,2020-05-04,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202303243302120084,,,,,鄞州区,福明,中楼层,32,3,2,1,1,28.06,3.401212121212121,0.5,0.25,6,2,2,2711766.8711656444,2500000.0,1329556.3519404833,978,1.1284151687676236
149万,16363元/平米,龙湖双珑原著府,江北区 慈城,3室1厅1厨1卫,中楼层 (共6层),91.06㎡,平层,,暂无数据,南,未知结构,其他,一梯两户,暂无数据,2022-12-18,商品房,2020-10-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202212133302050007,,,,,江北区,慈城,中楼层,6,3,1,1,1,22.765,13.008571428571429,0.25,0.25,5,1,1,2374983.935742972,2080000.0,1266402.7666910856,249,0.6273724003785649
368万,21541元/平米,绿地观堂花苑,海曙区 高桥,5室2厅1厨2卫,中楼层 (共6层),170.84㎡,复式,,板楼,南,框架结构,毛坯,一梯一户,暂无数据,2022-03-23,商品房,2020-10-16,普通住宅,满两年,共有,有抵押 100万元,已上传房本照片,202210313302030013,,,,,海曙区,高桥,中楼层,6,5,2,1,2,28.473333333333333,24.405714285714286,0.3333333333333333,0.3333333333333333,9,2,4,2048187.9432624113,1840000.0,968698.6620355729,564,1.7967092401828884
435万,31172元/平米,永和居易花园,海曙区 望春,3室1厅1厨2卫,高楼层 (共9层),139.55㎡,平层,,塔楼,南,钢混结构,其他,一梯两户,无,2023-02-24,商品房,2021-02-04,普通住宅,满两年,非共有,无抵押,已上传房本照片,202303093302030006,,,,,海曙区,望春,高楼层,9,3,1,1,2,34.8875,13.955000000000002,0.25,0.5,6,3,3,2048187.9432624113,1840000.0,968698.6620355729,564,2.1238274985857513
179万,19538元/平米,迪赛缘园,海曙区 集士港,3室2厅1厨1卫,中楼层 (共5层),91.62㎡,平层,79.65㎡,板楼,南,钢混结构,精装,一梯两户,无,2021-10-12,商品房,2020-01-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202110193302030056,,,,,海曙区,集士港,中楼层,5,3,2,1,1,22.905,15.270000000000001,0.5,0.25,6,2,1,2048187.9432624113,1840000.0,968698.6620355729,564,0.8739428097628723
148万,17416元/平米,北城春色,江北区 洪塘,2室2厅1厨1卫,中楼层 (共7层),84.98㎡,平层,,板楼,南,钢混结构,毛坯,一梯两户,无,2023-05-13,商品房,2016-08-02,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308313302050008,,,,,江北区,洪塘,中楼层,7,2,2,1,1,28.326666666666668,10.6225,0.6666666666666666,0.3333333333333333,5,1,1,2374983.935742972,2080000.0,1266402.7666910856,249,0.62316184735589
578万,41997元/平米,欢乐海岸二期,鄞州区 钟公庙,4室2厅1厨2卫,中楼层 (共20层),137.63㎡,平层,,板塔结合,南 北,钢混结构,精装,两梯两户,有,2022-10-28,商品房,2019-02-21,普通住宅,满两年,非共有,有抵押,已上传房本照片,202210303302120062,,,,,鄞州区,钟公庙,中楼层,20,4,2,1,2,27.526,6.553809523809524,0.4,0.4,8,4,3,2711766.8711656444,2500000.0,1329556.3519404833,978,2.1314508743388445
