总价,单价,小区名称,所在区域,房屋户型,所在楼层,建筑面积,户型结构,套内面积,建筑类型,房屋朝向,建筑结构,装修情况,梯户比例,配备电梯,挂牌时间,交易权属,上次交易,房屋用途,房屋年限,产权所属,抵押信息,房本备件,房源核验码,用水类型,用电类型,燃气价格,别墅类型 
430万,38376元/平米,招商雍景湾御江花苑,鄞州区 高新区 ,3室1厅1厨2卫,高楼层 (共17层),112.05㎡,平层,暂无数据,塔楼,南,钢混结构,精装,四梯两户,有,2023-10-20,商品房,2019-04-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202301193302120020,None,None,None,None
320万,35711元/平米,玫瑰花园,鄞州区 福明 ,2室2厅1厨1卫,中楼层 (共34层),89.61㎡,平层,69.15㎡,板楼,南,钢混结构,精装,两梯四户,有,2023-10-15,商品房,2010-01-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,202310153302120036,None,None,None,None
81万,6295元/平米,汀香苑,杭州湾新区 杭州湾新区 ,3室1厅1厨1卫,高楼层 (共30层),128.69㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯两户,有,2023-10-16,商品房,2017-10-14,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,20231018330282010009,None,None,None,None
188万,33298元/平米,中海雍城世家二期,鄞州区 南部商务区 ,1室1厅1厨1卫,高楼层 (共34层),56.46㎡,平层,43.66㎡,板塔结合,西南,钢混结构,精装,两梯八户,有,2023-10-12,商品房,2014-11-28,普通住宅,满五年,非共有,无抵押,已上传房本照片,202310123302120022,None,None,None,None
295万,31343元/平米,荣安香园,鄞州区 潘火 ,3室2厅1厨1卫,低楼层 (共33层),94.12㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯三户,有,2023-10-16,商品房,2019-02-01,普通住宅,满两年,非共有,有抵押,已上传房本照片,20231016330212005509001a,None,None,None,None
165万,22220元/平米,南苑街148弄小区,海曙区 段塘 ,2室1厅1厨1卫,高楼层 (共8层),74.26㎡,平层,暂无数据,板楼,南,混合结构,精装,一梯两户,无,2023-10-17,商品房,2020-01-01,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310183302030014,None,None,None,None
280万,26690元/平米,西湖花园,海曙区 段塘 ,3室2厅1厨1卫,中楼层 (共9层),104.91㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2023-10-17,商品房,2018-10-31,普通住宅,满两年,非共有,无抵押,已上传房本照片,202310183302030025,None,None,None,None
1200万,46711元/平米,恒大城市之光,鄞州区 东部新城 ,4室2厅1厨3卫,高楼层 (共42层),256.9㎡,平层,暂无数据,板塔结合,南 北,钢混结构,精装,两梯两户,有,2023-10-16,商品房,2020-07-31,普通住宅,暂无数据,非共有,有抵押 200万元,已上传房本照片,202310203302120028,None,None,None,None
228万,26096元/平米,合生国际城,镇海区 庄市 ,2室2厅1厨1卫,高楼层 (共24层),87.37㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2023-10-18,商品房,2019-09-01,普通住宅,满两年,非共有,有抵押,已上传房本照片,202310203302110009,None,None,None,None
850万,43001元/平米,格兰郡庭,鄞州区 潘火 ,5室2厅1厨3卫,中楼层 (共5层),197.67㎡,平层,暂无数据,板塔结合,东 南 北,钢混结构,毛坯,一梯一户,无,2023-10-07,商品房,2020-05-09,普通住宅,满两年,非共有,无抵押,已上传房本照片,202310183302120041,None,None,None,None
199万,25980元/平米,亲亲家园,江北区 洪塘 ,4室2厅1厨2卫,高楼层 (共4层),76.6㎡,复式,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2023-10-15,商品房,2023-10-16,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202008073302050022,None,None,None,None
680万,28240元/平米,城投万科海悦府,海曙区 古林 ,5室1厅1厨3卫,中楼层 (共18层),240.8㎡,平层,204.12㎡,板楼,南,钢混结构,毛坯,一梯两户,无,2023-10-18,商品房,2023-10-18,普通住宅,未满两年,共有,无抵押,已上传房本照片,201912053302030010,None,None,None,None
119万,8815元/平米,天怡湾花苑,杭州湾新区 杭州湾新区 ,3室2厅1厨2卫,低楼层 (共18层),135㎡,平层,暂无数据,板楼,南 北,钢混结构,毛坯,两梯四户,有,2023-10-16,商品房,暂无数据,普通住宅,暂无数据,共有,有抵押,未上传房本照片,None,None,None,None,None
580万,42216元/平米,德信·新希望宸芯里,鄞州区 中河 ,4室2厅1厨2卫,中楼层 (共11层),137.39㎡,平层,116.04㎡,板塔结合,南,钢混结构,精装,一梯两户,有,2023-10-15,商品房,2023-10-07,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202310123302120010,None,None,None,None
190万,16554元/平米,卖面桥小区徐家新村,海曙区 集士港 ,3室2厅1厨2卫,中楼层 (共11层),114.78㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯四户,有,2023-10-18,拆迁安置房,2023-10-19,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202310193302030026,None,None,None,None
280万,21432元/平米,怡沁苑,鄞州区 潘火 ,4室2厅1厨2卫,高楼层 (共7层),130.65㎡,复式,130㎡,板楼,南,钢混结构,精装,一梯两户,无,2023-09-26,商品房,2003-01-01,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230927330212004499001A,None,None,None,None
620万,32067元/平米,日月星城社区,鄞州区 白鹤 ,4室3厅1厨2卫,低楼层 (共31层),193.35㎡,平层,暂无数据,板楼,南,钢混结构,简装,两梯四户,有,2023-09-25,商品房,2004-10-15,普通住宅,满五年,非共有,有抵押,已上传房本照片,202310043302120013,None,None,None,None
360万,33630元/平米,学府一号,鄞州区 南部商务区 ,2室2厅1厨1卫,高楼层 (共30层),107.05㎡,平层,83.79㎡,板楼,南 西南,钢混结构,精装,两梯四户,有,2023-09-29,商品房,2016-03-17,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202309303302120028,None,None,None,None
320万,35600元/平米,景瑞上府,鄞州区 首南 ,3室1厅1厨1卫,中楼层 (共32层),89.89㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,2023-09-19,商品房,2016-06-22,普通住宅,满五年,共有,无抵押,已上传房本照片,202309223302120014,None,None,None,None
358万,25356元/平米,锦山府一期,余姚市 第二实验 ,3室2厅1厨3卫,高楼层 (共6层),141.19㎡,复式,暂无数据,暂无数据,南,未知结构,其他,一梯两户,暂无数据,2023-09-26,商品房,2021-03-22,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202309283302810015,None,None,None,None
528万,43673元/平米,东湖馨园,鄞州区 中河 ,3室2厅2厨2卫,中楼层 (共9层),120.9㎡,平层,暂无数据,板楼,南 北,钢混结构,其他,一梯两户,有,2023-09-20,商品房,2007-09-20,普通住宅,暂无数据,共有,无抵押,已上传房本照片,201912173302120104,None,None,None,None
640万,38464元/平米,欢乐海岸二期,鄞州区 钟公庙 ,4室1厅1厨3卫,中楼层 (共23层),166.39㎡,平层,暂无数据,暂无数据,南,未知结构,其他,一梯两户,暂无数据,2023-09-26,商品房,2019-09-01,普通住宅,满两年,非共有,无抵押,已上传房本照片,202111273302120032,None,None,None,None
320万,20931元/平米,黄金海岸,北仑区 新碶 ,4室2厅1厨1卫,中楼层 (共5层),152.89㎡,复式,138.89㎡,板楼,南,钢混结构,精装,一梯两户,无,2023-09-30,商品房,2011-08-12,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202310113302060014,None,None,None,None
366万,26950元/平米,四季云顶,鄞州区 南部商务区 ,4室2厅1厨2卫,中楼层 (共29层),135.81㎡,平层,107.67㎡,板塔结合,南 北,钢混结构,其他,两梯四户,有,2023-09-24,商品房,2013-03-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,202309253302120072,None,None,None,None
828万,22180元/平米,塘家湾,江北区 慈城 ,5室2厅1厨3卫,低楼层 (共2层),373.32㎡,复式,暂无数据,暂无数据,南,未知结构,其他,一梯一户,暂无数据,2023-10-02,商品房,2016-10-04,普通住宅,满五年,非共有,无抵押,已上传房本照片,20230324330205002673003A,None,None,None,None
220万,25659元/平米,景瑞红翎台,鄞州区 姜山 ,3室1厅1厨1卫,中楼层 (共26层),85.74㎡,平层,65.45㎡,板塔结合,南,钢混结构,其他,两梯四户,有,2023-10-03,商品房,2019-04-04,普通住宅,满两年,非共有,有抵押 100万元,已上传房本照片,202302243302120099,None,None,None,None
620万,47318元/平米,海曙金茂府,海曙区 段塘 ,4室2厅1厨2卫,中楼层 (共26层),131.03㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯两户,暂无数据,2023-09-30,商品房,2021-09-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202305283302030016,None,None,None,None
360万,29834元/平米,西湖花园,海曙区 段塘 ,4室2厅1厨3卫,低楼层 (共9层),120.67㎡,复式,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,2023-09-26,商品房,2017-09-14,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310063302030033,None,None,None,None
1070万,34943元/平米,凯德汇豪天下东区,江北区 中马 ,6室3厅1厨3卫,高楼层 (共14层),306.22㎡,复式,260㎡,板楼,南,钢混结构,其他,一梯两户,有,2023-10-02,商品房,2017-09-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,202310033302050002,None,None,None,None
435万,25960元/平米,新天地东区,鄞州区 福明 ,4室2厅1厨2卫,高楼层 (共18层),167.57㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,2023-10-05,商品房,2018-10-09,普通住宅,满五年,非共有,有抵押 100万元 业主自还,已上传房本照片,202310093302120052,None,None,None,None
328万,21718元/平米,香树湾,江北区 慈城 ,3室2厅1厨3卫,低楼层 (共3层),151.03㎡,复式,144.87㎡,板楼,南,未知结构,精装,一梯九户,暂无数据,2023-09-22,商品房,2020-03-05,普通住宅,满两年,共有,无抵押,已上传房本照片,202309233302050013,None,None,None,None
199万,18396元/平米,格兰春晨,海曙区 集士港 ,3室1厅1厨2卫,中楼层 (共7层),108.18㎡,平层,96.67㎡,塔楼,南,钢混结构,精装,一梯两户,无,2023-10-03,商品房,2011-01-01,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201801213302030006,None,None,None,None
238万,21950元/平米,恒厚阳光里,海曙区 石碶 ,3室1厅1厨2卫,低楼层 (共14层),108.43㎡,平层,86.69㎡,塔楼,东,钢结构,毛坯,两梯四户,有,2023-10-06,商品房,2020-09-24,普通住宅,暂无数据,非共有,有抵押 135万元,已上传房本照片,202209243302030003,None,None,None,None
518万,37328元/平米,中海寰宇天下二期,鄞州区 长丰 ,4室2厅1厨2卫,高楼层 (共18层),138.77㎡,平层,暂无数据,板楼,南 北,钢混结构,精装,两梯两户,有,2023-10-05,商品房,2017-10-08,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,202309043302120046,None,None,None,None
418万,33548元/平米,和协风格首岸,鄞州区 首南 ,4室1厅1厨2卫,中楼层 (共18层),124.6㎡,平层,暂无数据,板塔结合,东南 南,钢混结构,其他,两梯两户,有,2023-10-01,商品房,2018-10-10,普通住宅,暂无数据,共有,有抵押 90万元,已上传房本照片,202010083302120099,None,None,None,None
215万,16460元/平米,丰苑侯府,鄞州区 姜山 ,3室2厅1厨2卫,高楼层 (共11层),130.62㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2023-09-26,拆迁安置房,2019-08-22,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202003123302120130,None,None,None,None
1068万,57665元/平米,合能宁玥府,鄞州区 邱隘 ,5室2厅1厨3卫,低楼层 (共8层),185.21㎡,平层,暂无数据,暂无数据,南,钢混结构,其他,一梯两户,暂无数据,2023-10-01,商品房,2020-12-28,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202310013302120018,None,None,None,None
165万,20974元/平米,香槟水郡,海曙区 集士港 ,2室1厅1厨1卫,低楼层 (共16层),78.67㎡,平层,暂无数据,板楼,南,砖混结构,其他,一梯六户,有,2023-09-24,商品房,2017-10-09,普通住宅,暂无数据,共有,有抵押 40万元 建设银行 业主自还,已上传房本照片,202309243302030005,None,None,None,None
728万,42786元/平米,堇天府,鄞州区 首南 ,4室2厅1厨3卫,高楼层 (共17层),170.15㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2023-09-22,商品房,2023-09-23,普通住宅,未满两年,共有,有抵押,已上传房本照片,202304073302120136,None,None,None,None
1459万,71071元/平米,江山万里三期,鄞州区 南部商务区 ,4室2厅1厨3卫,低楼层 (共30层),205.29㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,暂无数据,2023-09-28,商品房,2023-09-29,普通住宅,未满两年,非共有,无抵押,已上传房本照片,202304133302120829,None,None,None,None
200万,19017元/平米,北城春色,江北区 洪塘 ,3室2厅1厨1卫,中楼层 (共18层),105.17㎡,平层,84.67㎡,板楼,南,钢混结构,毛坯,一梯四户,无,2020-04-22,商品房,2018-04-18,普通住宅,满五年,非共有,无抵押,已上传房本照片,201807303302050018,None,None,None,None
420万,35453元/平米,清川小区南区,镇海区 招宝山 ,3室1厅1厨1卫,高楼层 (共7层),118.47㎡,复式,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2022-02-23,商品房,2015-08-06,普通住宅,满五年,共有,无抵押,已上传房本照片,202202233302110021,None,None,None,None
268万,33517元/平米,星旅城一期,江北区 洪塘 ,3室1厅1厨1卫,中楼层 (共25层),79.96㎡,平层,暂无数据,板塔结合,南,混合结构,精装,两梯四户,有,2021-02-25,商品房,2019-11-08,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,201912113302050023,None,None,None,None
373万,37368元/平米,东城水岸,鄞州区 中河 ,3室2厅1厨1卫,高楼层 (共9层),99.82㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2020-06-20,商品房,2006-04-08,普通住宅,满五年,非共有,无抵押,已上传房本照片,202101143302120064,None,None,None,None
425万,33085元/平米,东湖花园,鄞州区 中河 ,3室2厅1厨2卫,低楼层 (共12层),128.46㎡,平层,暂无数据,板楼,南,钢混结构,精装,一梯两户,有,2021-04-20,商品房,2003-12-31,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202104233302120020,None,None,None,None
988万,27125元/平米,乾园,江北区 慈城 ,7室2厅1厨4卫,低楼层 (共4层),364.24㎡,复式,352.08㎡,板楼,南,钢混结构,毛坯,一梯两户,无,2023-07-24,商品房,2018-07-11,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202307243302050012,None,None,None,None
194万,15158元/平米,阳光城君望府,海曙区 横街 ,3室2厅1厨2卫,低楼层 (共11层),127.99㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,暂无数据,2022-08-11,商品房,2020-07-15,普通住宅,暂无数据,非共有,有抵押 110万元 鄞州银行 业主自还,已上传房本照片,202208153302030055,None,None,None,None
450万,35954元/平米,四明春晓,鄞州区 中河 ,3室2厅1厨2卫,低楼层 (共11层),125.16㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,有,2021-09-05,商品房,2021-09-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202109063302120007,None,None,None,None
390万,39386元/平米,华泰剑桥康河流水,鄞州区 中河 ,3室2厅1厨1卫,中楼层 (共5层),99.02㎡,平层,暂无数据,板楼,东南,钢混结构,精装,一梯两户,无,2022-02-21,商品房,2020-09-02,普通住宅,暂无数据,非共有,有抵押 250万元 兴业银行 客户偿还,已上传房本照片,202209293302120053,None,None,None,None
908万,54300元/平米,华堂嘉园,海曙区 古林 ,4室2厅1厨4卫,低楼层 (共3层),167.22㎡,复式,暂无数据,板楼,南,钢混结构,精装,一梯一户,无,2022-03-08,商品房,2019-03-21,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201906163302030001,None,None,None,None
217万,19118元/平米,欣欣家园,江北区 洪塘 ,3室1厅1厨1卫,中楼层 (共15层),113.51㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯三户,无,2022-06-30,商品房,2017-07-30,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,201712283302050018,None,None,None,None
330万,27307元/平米,万达华府东区,鄞州区 钟公庙 ,3室2厅1厨2卫,中楼层 (共32层),120.85㎡,平层,暂无数据,板塔结合,东,钢混结构,其他,两梯四户,有,2021-08-31,商品房,2016-09-18,普通住宅,满五年,非共有,有抵押 业主自还,已上传房本照片,201807173302120100,None,None,None,None
145万,9789元/平米,新光公寓,北仑区 小港 ,4室3厅1厨2卫,高楼层 (共6层),148.13㎡,复式,暂无数据,暂无数据,南,未知结构,精装,一梯两户,无,2021-06-21,商品房,2021-03-11,商住两用,暂无数据,非共有,无抵押,已上传房本照片,202106213302060048,未知,民电,None,None
260万,28733元/平米,金桥水岸花园,鄞州区 中河 ,3室2厅1厨1卫,中楼层 (共28层),90.49㎡,平层,67.39㎡,板塔结合,南,钢混结构,其他,两梯两户,有,2022-01-04,商品房,2015-07-06,普通住宅,满五年,非共有,无抵押,已上传房本照片,202008053302120164,None,None,None,None
520万,39025元/平米,院士花园,鄞州区 中河 ,3室1厅1厨2卫,中楼层 (共6层),133.25㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2021-11-24,商品房,2006-09-06,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202101093302120019,None,None,None,None
615万,38668元/平米,格兰云天一期,鄞州区 中河 ,4室2厅1厨2卫,中楼层 (共5层),159.05㎡,错层,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2023-06-14,商品房,2010-11-23,普通住宅,暂无数据,非共有,有抵押 400万元,已上传房本照片,202103303302120009,None,None,None,None
735万,56548元/平米,都市森林一期,鄞州区 钟公庙 ,6室2厅1厨3卫,高楼层 (共12层),129.98㎡,跃层,暂无数据,板塔结合,南,钢混结构,精装,两梯两户,有,2022-05-15,商品房,2008-03-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202205163302120061,None,None,None,None
416万,27860元/平米,南都花城玉兰园,海曙区 段塘 ,7室2厅1厨4卫,高楼层 (共6层),149.32㎡,复式,暂无数据,板楼,南,钢混结构,简装,一梯两户,无,2023-02-06,商品房,2006-07-18,普通住宅,满五年,非共有,有抵押,已上传房本照片,201903303302030017,None,None,None,None
259万,19074元/平米,洪都花园,江北区 洪塘 ,3室2厅1厨2卫,低楼层 (共6层),135.79㎡,平层,123.37㎡,板楼,南 北,钢混结构,精装,一梯两户,无,2019-11-11,商品房,2009-02-13,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202006023302050002,None,None,None,None
420万,29962元/平米,公馆6号,鄞州区 中河 ,3室2厅1厨2卫,高楼层 (共30层),140.18㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2021-03-07,商品房,2017-03-04,普通住宅,暂无数据,非共有,有抵押 110万元 客户偿还,已上传房本照片,201710153302120006,None,None,None,None
578万,41736元/平米,雅戈尔雅旭花苑,鄞州区 姜山 ,4室3厅1厨2卫,低楼层 (共11层),138.49㎡,跃层,暂无数据,塔楼,南,钢混结构,其他,两梯两户,有,2023-03-12,商品房,2018-11-29,普通住宅,暂无数据,非共有,有抵押 300万元 中信银行,已上传房本照片,202105073302120041,None,None,None,None
728万,43599元/平米,华堂嘉园,海曙区 古林 ,4室2厅1厨2卫,低楼层 (共3层),166.98㎡,暂无数据,暂无数据,板楼,南,钢混结构,毛坯,一梯一户,无,2022-04-06,商品房,2010-03-16,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202204073302030015,None,None,None,None
530万,42773元/平米,东湖馨园,鄞州区 中河 ,3室2厅1厨2卫,低楼层 (共18层),123.91㎡,平层,104.33㎡,板楼,东南,钢混结构,其他,两梯三户,有,2021-07-23,商品房,2014-01-20,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,103116253098,None,None,None,None
439万,31515元/平米,中海国际社区五期,鄞州区 下应 ,4室2厅1厨2卫,中楼层 (共33层),139.3㎡,平层,108.81㎡,板楼,南,钢混结构,简装,两梯两户,有,2023-04-09,商品房,2019-10-31,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202304093302120140,None,None,None,None
438万,40474元/平米,海志府,鄞州区 明楼 ,3室2厅1厨2卫,高楼层 (共26层),108.22㎡,平层,暂无数据,板塔结合,南,钢混结构,其他,两梯四户,有,2022-07-22,商品房,2019-07-23,普通住宅,满两年,共有,有抵押 业主自还,已上传房本照片,201910283302120102,None,None,None,None
499万,35381元/平米,京华苑,海曙区 段塘 ,4室2厅1厨3卫,低楼层 (共3层),141.04㎡,复式,暂无数据,板楼,南 北,未知结构,其他,一梯十三户,无,2023-02-20,商品房,2021-04-05,普通住宅,满两年,非共有,有抵押,已上传房本照片,202302213302030055,None,None,None,None
297万,21449元/平米,海光新都小区,海曙区 段塘 ,5室2厅1厨3卫,高楼层 (共6层),138.47㎡,跃层,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2020-09-12,商品房,2009-02-15,普通住宅,满五年,非共有,有抵押 51万元,已上传房本照片,201911273302030016,None,None,None,None
260万,16492元/平米,海景华庭,鄞州区 高新区 ,5室2厅1厨3卫,高楼层 (共7层),157.66㎡,复式,暂无数据,暂无数据,南 北,未知结构,毛坯,一梯两户,无,2023-05-28,商品房,2008-08-08,普通住宅,暂无数据,非共有,有抵押,已上传房本照片,202305303302120095,None,None,None,None
780万,31200元/平米,姚江上上城,余姚市 长安 ,4室3厅1厨5卫,低楼层 (共3层),250㎡,复式,暂无数据,板塔结合,南,钢混结构,其他,两梯五户,有,2020-06-23,商品房,2019-12-10,普通住宅,满两年,非共有,无抵押,已上传房本照片,202010053302810002,None,None,None,None
600万,32705元/平米,盛世天城二期,鄞州区 中河 ,4室2厅1厨2卫,高楼层 (共30层),183.46㎡,平层,146.55㎡,板楼,南,钢混结构,简装,两梯两户,有,2020-11-18,商品房,2012-10-08,普通住宅,暂无数据,共有,无抵押,已上传房本照片,202003273302120023,None,None,None,None
350万,21778元/平米,永泰花园,鄞州区 中河 ,5室2厅1厨2卫,高楼层 (共6层),160.72㎡,复式,暂无数据,板楼,南,钢混结构,精装,一梯两户,无,2020-10-25,商品房,2008-04-10,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,201907303302120015,None,None,None,None
185万,13947元/平米,万国新村,海曙区 石碶 ,5室2厅1厨2卫,高楼层 (共7层),132.65㎡,复式,暂无数据,板楼,西南,钢混结构,简装,一梯两户,无,2021-06-07,商品房,2021-06-08,普通住宅,暂无数据,共有,有抵押 业主自还,已上传房本照片,202106083302030074,None,None,None,None
388万,29255元/平米,碧云天,鄞州区 钟公庙 ,3室2厅1厨2卫,高楼层 (共23层),132.63㎡,平层,暂无数据,板楼,南,钢混结构,精装,两梯三户,有,2022-05-21,商品房,2018-05-19,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202205233302120045,None,None,None,None
450万,26866元/平米,东湖花园三期,鄞州区 中河 ,4室2厅1厨2卫,高楼层 (共30层),167.5㎡,平层,暂无数据,塔楼,南 北,钢混结构,其他,两梯三户,有,2021-03-19,商品房,2021-03-22,普通住宅,满两年,非共有,有抵押,已上传房本照片,202012173302120079,None,None,None,None
450万,33411元/平米,东湖花园二期,鄞州区 中河 ,3室2厅1厨2卫,高楼层 (共27层),134.69㎡,平层,暂无数据,板楼,南,钢混结构,其他,一梯四户,有,2021-08-21,商品房,2019-06-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202108223302120049,None,None,None,None
1000万,56152元/平米,雅戈尔江上,海曙区 石碶 ,4室2厅1厨3卫,中楼层 (共13层),178.09㎡,平层,暂无数据,平房,南,钢混结构,其他,一梯两户,有,2023-02-08,商品房,2021-08-05,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202308053302030002,None,None,None,None
330万,29943元/平米,汇福家园,鄞州区 东部新城 ,3室2厅1厨2卫,高楼层 (共25层),110.21㎡,平层,暂无数据,板塔结合,南,钢混结构,精装,一梯五户,无,2021-06-24,拆迁安置房,2017-07-06,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202106233302120094,None,None,None,None
418万,31342元/平米,东城水岸,鄞州区 中河 ,4室2厅1厨2卫,中楼层 (共6层),133.37㎡,平层,暂无数据,板楼,南,钢混结构,毛坯,一梯两户,无,2021-05-27,商品房,2021-05-28,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202105243302120067,None,None,None,None
840万,19010元/平米,江山九九花园,北仑区 小港 ,5室3厅2厨3卫,低楼层 (共3层),441.89㎡,复式,暂无数据,板塔结合,南,钢混结构,其他,一梯十户,暂无数据,2021-09-10,商品房,2018-10-10,普通住宅,暂无数据,共有,有抵押,已上传房本照片,202108083302060033,None,None,None,None
298万,28561元/平米,春园小区,鄞州区 中河 ,4室2厅1厨1卫,中楼层 (共6层),104.34㎡,平层,暂无数据,板楼,南,砖混结构,精装,一梯两户,无,2022-08-03,拆迁安置房,2017-05-11,普通住宅,暂无数据,非共有,有抵押 70万元,已上传房本照片,202103213302120059,None,None,None,None
595万,52166元/平米,保利印江南二期,鄞州区 东部新城 ,3室2厅1厨2卫,低楼层 (共14层),114.06㎡,平层,暂无数据,板塔结合,南,钢混结构,毛坯,两梯两户,有,2022-02-20,商品房,暂无数据,普通住宅,暂无数据,非共有,无抵押,未上传房本照片,202203303302120071,None,None,None,None
605万,43193元/平米,欢乐海岸三期,鄞州区 钟公庙 ,4室2厅1厨2卫,低楼层 (共14层),140.07㎡,平层,113.78㎡,板塔结合,南,钢混结构,其他,一梯两户,暂无数据,2021-12-02,商品房,2020-06-29,普通住宅,满两年,非共有,无抵押,已上传房本照片,202207023302120076,None,None,None,None
549万,39858元/平米,芭缇雅苑,鄞州区 中河 ,3室2厅1厨2卫,高楼层 (共33层),137.74㎡,平层,暂无数据,塔楼,南,钢混结构,简装,两梯两户,有,2023-03-06,商品房,2017-06-09,普通住宅,暂无数据,非共有,有抵押 150万元 银行 业主自还,已上传房本照片,202110223302120050,None,None,None,None
479万,24174元/平米,东湖花园,鄞州区 中河 ,5室2厅1厨3卫,高楼层 (共7层),198.15㎡,复式,暂无数据,板楼,南,钢混结构,其他,一梯两户,无,2022-06-08,商品房,2003-11-08,普通住宅,暂无数据,非共有,无抵押,已上传房本照片,202010303302120069,None,None,None,None
1360万,33112元/平米,江南一品,鄞州区 新明 ,6室3厅2厨4卫,中楼层 (共27层),410.73㎡,平层,317.26㎡,板楼,南 北,钢混结构,精装,一梯一户,无,2018-08-31,商品房,2012-01-16,普通住宅,满五年,非共有,有抵押,已上传房本照片,201806043302120212,None,None,None,None
520万,40348元/平米,堇天府,鄞州区 首南 ,4室2厅1厨2卫,中楼层 (共32层),128.88㎡,平层,暂无数据,暂无数据,南,钢混结构,精装,两梯两户,有,2022-06-05,商品房,2020-12-04,普通住宅,暂无数据,非共有,有抵押 业主自还,已上传房本照片,202212043302120007,None,None,None,None
520万,19339元/平米,日月星城社区,鄞州区 白鹤 ,8室2厅1厨2卫,高楼层 (共25层),268.89㎡,复式,214.52㎡,塔楼,东南,钢混结构,其他,一梯五户,无,2023-07-10,商品房,2009-10-10,普通住宅,满五年,非共有,无抵押,已上传房本照片,201808103302120048,None,None,None,None
618万,36435元/平米,北宸府,海曙区 段塘 ,4室2厅1厨3卫,中楼层 (共29层),169.62㎡,平层,130.78㎡,板楼,南 北,钢混结构,精装,一梯两户,暂无数据,2023-01-12,商品房,2021-01-06,普通住宅,暂无数据,非共有,有抵押 业主自还,已上传房本照片,202301123302030013,None,None,None,None
1220万,38728元/平米,格兰春天一期,鄞州区 首南 ,5室2厅1厨3卫,低楼层 (共3层),315.02㎡,跃层,303㎡,板楼,南,钢混结构,其他,一梯一户,暂无数据,2023-03-29,商品房,2020-04-10,普通住宅,暂无数据,非共有,有抵押 300万元,已上传房本照片,202304103302120025,None,None,None,None
